PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;COD-BARRIO;BARRIO;COD-DISTRITO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
6103;Instituto de Educación Secundaria (IES) Ciudad de los Poetas;;;Planes de mejora.;METRO: Antonio Machado BUS: 126 , 127 , 132;"ENSEÑANZA: ESO - BACHILLERATO (Ciencias y Tecnología - Humanidades y C. Sociales) - Enseñanza biling&amp;uuml;e";0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a490c05ef571c010VgnVCM1000000b205a0aRCRD;VALDESANGIL;CALLE;NUM;25;;;;;MADRID;MADRID;28039;4;VALDEZARZA;9;MONCLOA-ARAVACA;439166;4479934;40.46785682;-3.717608475;913 736 900;913 168 855;;/contenido/entidadesYorganismos/CentrosEducacion/InstitutosEnseñanzaSecundaria; 
6232;Instituto de Educación Secundaria (IES) Clara del Rey;;;;METRO: Alfonso XIII BUS: 1 , 40 , 43 , 73 , 114 , 115 , 122;ENSEÑANZAS: FORMACIÓN PROFESIONAL DE GRADO MEDIO: Gestión administrativa - Actividades comerciales - Sistemas microinformáticos y redes. FORMACIÓN PROFESIONAL DE GRADO SUPERIOR: Administración de sistemas informáticos en red - Desarrollo de aplicaciones web  -Desarrollo de aplicaciones multiplataforma - Administración y Finanzas - Asistencia a la Dirección - Comercio internacional - Gestión de Ventas y Espacios Comerciales - Transporte y logística -  Marketing y publicidad.;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4fb0c05ef571c010VgnVCM1000000b205a0aRCRD;PADRE CLARET;CALLE;NUM;8;;;;;MADRID;MADRID;28002;2;PROSPERIDAD;5;CHAMARTIN;443648;4477515;40.4463725;-3.664515778;915 195 257;915 195 363;;/contenido/entidadesYorganismos/CentrosEducacion/CentrosFormacionProfesionalPublicos; 
6104;Instituto de Educación Secundaria (IES) Conde de Orgaz;;;Planes de mejora.;METRO: Esperanza BUS: 73 , 120 , 122;ENSEÑANZA: ESO - BACHILLERATO (Ciencias y Tecnología - Humanidades y C. Sociales - Artes plásticas, diseño e imagen).;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d1d0c05ef571c010VgnVCM1000000b205a0aRCRD;NAPOLES;CALLE;V;56;;;;;MADRID;MADRID;28043;3;CANILLAS;16;HORTALEZA;445158;4479016;40.46000421;-3.646852131;913 884 579 - 913 884 521;913 886 113;;/contenido/entidadesYorganismos/CentrosEducacion/InstitutosEnseñanzaSecundaria; 
6105;Instituto de Educación Secundaria (IES) Dámaso Alonso;;;;METRO: Herrera Oria BUS: 67 , 83 , 124 , 133;"ENSEÑANZA: ESO - BACHILLERATO (Ciencias - Humanidades y Ciencias Sociales) Programas profesionales - Especial: Comercio y Marketing: Actividades auxiliares de comercio Enseñanza biling&amp;uuml;e (español  - inglés)";0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64e0c05ef571c010VgnVCM1000000b205a0aRCRD;ALFREDO MARQUERIE;CALLE;NUM;21;;;;;MADRID;MADRID;28034;5;LA PAZ;8;FUENCARRAL-EL PARDO;440606;4482087;40.48734714;-3.700813243;917 388 675;917 390 683;ies.damasoalonso.madrid@educa.madrid.org;/contenido/entidadesYorganismos/CentrosEducacion/InstitutosEnseñanzaSecundaria; 
6106;Instituto de Educación Secundaria (IES) Eijo y Garay;;;;METRO: Alto de Extremadura BUS: 31 , 33 , 36 , 39 , 65;ENSEÑANZA: ESO - BACHILLERATO (Humanidades y C. Sociales - Ciencias y Tecnología).;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f6f0c05ef571c010VgnVCM1000000b205a0aRCRD;SEVERINO AZNAR EMBID;CALLE;V;6;;;;;MADRID;MADRID;28011;2;PUERTA DEL ANGEL;10;LATINA;437398;4473266;40.40764872;-3.73779332;914 632 441 -914 632 442;915 262 826;;/contenido/entidadesYorganismos/CentrosEducacion/InstitutosEnseñanzaSecundaria; 
62684;Instituto de Educación Secundaria (IES) El Espinillo;;;Planes de mejora.;BUS: 18 , 22 , 23 , 59 , 79 , 86 , 130;ENSEÑANZA: ESO - BACHILLERATO (Ciencia y Tecnología - Humanidades y C. Sociales).;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=531fe7510551c010VgnVCM2000000c205a0aRCRD;UNANIMIDAD;CALLE;V;15;;;;;MADRID;MADRID;28041;4;LOS ROSALES;17;VILLAVERDE;441571;4468119;40.36158499;-3.688155833;917 239 150;917 239 151;;/contenido/entidadesYorganismos/CentrosEducacion/InstitutosEnseñanzaSecundaria; 
6217;Instituto de Educación Secundaria (IES) El Lago;;;;METRO: El Lago , Puerta del Angel BUS: 31 , 33 , 36 , 39 , 65;ENSEÑANZA: FORMACIÓN PROFESIONAL DE GRADO MEDIO: Gestión administrativa. FORMACIÓN PROFESIONAL DE GRADO SUPERIOR: Administración y finanzas - Asistencia a la Dirección - Comercio internacional - Gestión de Ventas y Espacios Comerciales - Marketing y publicidad   - Desarrollo de aplicaciones web.;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4c01c05ef571c010VgnVCM1000000b205a0aRCRD;PUERTA DEL ANGEL;PASEO;V;5;;;;;MADRID;MADRID;28011;1;CASA DE CAMPO;9;MONCLOA-ARAVACA;437837;4474168;40.41580722;-3.732708034;914 796 851 - 914 796 752;915 263 402;ies.ellago.madrid@educa.madrid.org;/contenido/entidadesYorganismos/CentrosEducacion/CentrosFormacionProfesionalPublicos; 
6108;Instituto de Educación Secundaria (IES) Emilio Castelar;;;Planes de mejora.;METRO: Oporto BUS: 34 , 55 , 81 , 108 , 118;ENSEÑANZA: ESO - BACHILLERATO (Ciencias y Tecnología - Humanidades y C. Sociales - Ciencias de la Naturaleza y de la Salud).;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=de11c05ef571c010VgnVCM1000000b205a0aRCRD;RIO DE ORO;CALLE;V;4;;;;;MADRID;MADRID;28019;2;OPAÑEL;11;CARABANCHEL;438030;4471221;40.38927366;-3.73015822;914 713 243 - 914 723 397;914 729 058;;/contenido/entidadesYorganismos/CentrosEducacion/InstitutosEnseñanzaSecundaria; 
6109;Instituto de Educación Secundaria (IES) Emperatriz María de Austria;;;Planes de mejora.;METRO: Plaza Elíptica BUS: 47 , 55 , 81 , 247;ENSEÑANZA: ESO - BACHILLERATO (Ciencias y Tecnología - Humanidades y C. Sociales - Artes plásticas, Diseño e Imagen).;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6131c05ef571c010VgnVCM1000000b205a0aRCRD;ANTONIO DE LEYVA;CALLE;NUM;84;;;;;MADRID;MADRID;28019;2;OPAÑEL;11;CARABANCHEL;439157;4471038;40.38779958;-3.716652026;914 692 425 - 915 609 505;915 650 794;;/contenido/entidadesYorganismos/CentrosEducacion/InstitutosEnseñanzaSecundaria; 
6213;Instituto de Educación Secundaria (IES) Escuela de la Vid;;;Comedor;METRO: Lago , Alto de Extremadura BUS: 31 , 33 , 36 , 39 , 65;ENSEÑANZA: FORMACIÓN PROFESIONAL DE GRADO MEDIO: Jardinería - Jardinería y fliristería - Aceitie de oliva y vinos. FORMACIÓN PROFESIONAL DE GRADO SUPERIOR: Industria alimentaria - Procesos y calidad en la industria - Vitivinicultura.;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4951c05ef571c010VgnVCM1000000b205a0aRCRD;PROVINCIAS;RONDA;V;5;;;;;MADRID;MADRID;28011;1;CASA DE CAMPO;9;MONCLOA-ARAVACA;436987;4473658;40.41114893;-3.742687363;914 633 100;915 264 642;;/contenido/entidadesYorganismos/CentrosEducacion/CentrosFormacionProfesionalPublicos; 
6110;Instituto de Educación Secundaria (IES) Felipe II;;;;METRO: Pavones BUS: 8 , 20 , 30 , 32 , 71 , 142 , 144;ENSEÑANZA: ESO - BACHILLERATO (Ciencia y Tecnología - Humanidades y Ciencias Sociales);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2181c05ef571c010VgnVCM1000000b205a0aRCRD;VALDEBERNARDO;CALLE;NUM;1;;;;;MADRID;MADRID;28030;1;PAVONES;14;MORATALAZ;446309;4472265;40.39738162;-3.633973906;917 731 854;913 713 016;;/contenido/entidadesYorganismos/CentrosEducacion/InstitutosEnseñanzaSecundaria; 
6111;Instituto de Educación Secundaria (IES) Fortuny;;;Planes de mejora.;METRO: Rubén Darío BUS: 5 , 7 , 14 , 16 , 27 , 40 , 45 , 61 , 147 , 150;"ENSEÑANZA: ESO - BACHILLERATO (Humanidades y C. Sociales - Ciencia y Tecnología) - Enseñanza biling&amp;uuml;e";1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b391c05ef571c010VgnVCM1000000b205a0aRCRD;FORTUNY;CALLE;V;24;;;;;MADRID;MADRID;28010;4;ALMAGRO;7;CHAMBERI;441475;4476126;40.43371855;-3.690022497;913 101 839;913 087 018;;/contenido/entidadesYorganismos/CentrosEducacion/InstitutosEnseñanzaSecundaria; 
5793753;Instituto de Educación Secundaria (IES) Francisco Ayala;;;;BUS: 47, 35, 155 METRO: La Peseta;"ENSEÑANZA: Educación Secundaria Obligatoria - Bachillerato (Ciencias - Humanidades y Ciencias Sociales). Enseñanza biling&amp;uuml;e";1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=09f00081947da210VgnVCM1000000b205a0aRCRD;JACOBEO;CALLE;V;33;;;;;MADRID;MADRID;28054;6;BUENAVISTA;11;CARABANCHEL;435395;4468629;40.36572365;-3.760939177;915 116 804;915 080 647;ies.franciscoayala.madrid@educa.madrid.org;/contenido/entidadesYorganismos/CentrosEducacion/InstitutosEnseñanzaSecundaria; 
6112;Instituto de Educación Secundaria (IES) Francisco de Goya / La Elipa;;;#¿NOMBRE?;BUS: 71 , 110 , 113 , 210;"ENSEÑANZAS ESO - BACHILLERATO (Ciencias - Humanidades y Ciencias Sociales)   FORMACIÓN PROFESIONAL BÁSICA:  - Mantenimiento de Vehículos   - Informática y Comunicaciones   FORMACIÓN PROFESIONAL DE GRADO MEDIO:  - Electromecánica de vehículos automóviles  - Estética y Belleza - Sistemas Microinformáticas y Redes   FORMACIÓN PROFESIONAL DE GRADO SUPERIOR:  - Estética integral y bienestar  - Administración de sistemas informáticos en red  - Desarrollo de aplicaciones multiplataforma - Desarrollo de aplicaciones web&amp;rdquo;";0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=46a1c05ef571c010VgnVCM1000000b205a0aRCRD;SANTA IRENE;CALLE;NUM;4;;;;;MADRID;MADRID;28017;1;VENTAS;15;CIUDAD LINEAL;444784;4474412;40.41849514;-3.650862848;914 051 101;914 051 597;ies.goya.madrid@educa.madrid.org;/contenido/entidadesYorganismos/CentrosEducacion/CentrosFormacionProfesionalPublicos; 
6165;Instituto de Educación Secundaria (IES) Francisco de Quevedo;;;Planes de mejora.;BUS: 4 , 38 , 48 , 70 , 106 , 140;ENSEÑANZA: ESO - BACHILLERATO (Ciencias y Tecnología - Humanidades y Ciencias Sociales ). FORMACIÓN PROFESIONAL DE GRADO MEDIO (Comercio - Sistemas microinformáticos y redes). FORMACIÓN PROFESIONAL DE GRADO SUPERIOR (Gestión comercial y márketing - Desarrollo de aplicaciones multiplataforma).PROGRAMA DE CUALIFICACIÓN PROFESIONAL, MÓDULOS VOLUNTARIOS.PROGRAMA DE CUALIFICACIÓN PROFESIONAL INICIAL: GENERAL (Operaciones auxiliares de sistemas microinformáticos).;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d8b1c05ef571c010VgnVCM1000000b205a0aRCRD;SAN ROMAN DEL VALLE;CALLE;V;6;;;;;MADRID;MADRID;28037;4;ARCOS;20;SAN BLAS-CANILLEJAS;447204;4474728;40.42150793;-3.622365377;913 065 604 / 913 065 605;913 065 606;;/contenido/entidadesYorganismos/CentrosEducacion/CentrosFormacionProfesionalPublicos; 
6223;Instituto de Educación Secundaria (IES) Francisco Tomás y Valiente;;;;BUS: 73 , 87;ENSEÑANZA: FORMACIÓN PROFESIONAL DE GRADO MEDIO (Gestión administrativa  - Instalaciones eléctricas y automáticas) FORMACIÓN PROFESIONAL DE GRADO SUPERIOR (Administración y finanzas - Sistemas electrotécnicos y automatizados) PROGRAMA DE CUALIFICACIÓN PROFESIONAL INICIAL: OBLIGATORIOS (Operaciones auxiliares de montaje de instalaciones en edificios).;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6bc1c05ef571c010VgnVCM1000000b205a0aRCRD;BENITA AVILA;CALLE;NUM;3;;;;;MADRID;MADRID;28043;3;CANILLAS;16;HORTALEZA;444851;4479431;40.46372242;-3.65050892;917 594 152 - 917 591 114;917 594 077;;/contenido/entidadesYorganismos/CentrosEducacion/CentrosFormacionProfesionalPublicos; 
6119;Instituto de Educación Secundaria (IES) Gabriel García Márquez;;;Planes de mejora.;METRO: Mar de Cristal BUS: 72 , 87 , 104 , 112 , 120 , 125 , 153 , 172;"ENSEÑANZA: ESO - BACHILLERATO (Ciencia y Tecnología - Humanidades y Ciencias Sociales) - Enseñanza Biling&amp;uuml;e -";0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fdd1c05ef571c010VgnVCM1000000b205a0aRCRD;NEVADO DEL RUIZ;CALLE;NUM;1;;;;;MADRID;MADRID;28033;4;PINAR DEL REY;16;HORTALEZA;446133;4480101;40.4698423;-3.635433369;913 812 820 - 913 812 826;913 816 423;;/contenido/entidadesYorganismos/CentrosEducacion/InstitutosEnseñanzaSecundaria; 
6113;Instituto de Educación Secundaria (IES) García Morato;;;;BUS: 34 , 139, 155;ENSEÑANZA: ESO - BACHILLERATO (Ciencias y Tecnología - Humanidades y Ciencias Sociales);1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=80f1c05ef571c010VgnVCM1000000b205a0aRCRD;GENERAL SALIQUET;CALLE;V;34;;;;;MADRID;MADRID;28044;7;LAS AGUILAS;10;LATINA;434822;4469583;40.37427308;-3.767785011;917 056 300 - 917 050 818;917 066 145;;/contenido/entidadesYorganismos/CentrosEducacion/InstitutosEnseñanzaSecundaria; 
6115;Instituto de Educación Secundaria (IES) Gómez Moreno;;;Integración (preferentemente auditivos);METRO: San Blas BUS: 38 , 48 , 153;"ENSEÑANZA: ESO - BACHILLERATO (Ciencia y Tecnología - Humanidades y Sociales) - Enseñanza biling&amp;uuml;e";0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1302c05ef571c010VgnVCM1000000b205a0aRCRD;HELLIN;AVENIDA;V;5;;;;;MADRID;MADRID;28037;2;HELLIN;20;SAN BLAS-CANILLEJAS;447748;4475947;40.43251477;-3.616053225;913 205 445 - 913 209 142;913 203 095;;/contenido/entidadesYorganismos/CentrosEducacion/InstitutosEnseñanzaSecundaria; 
6116;Instituto de Educación Secundaria (IES) Gran Capitán;;;;METRO: Pirámides BUS: 17 , 36 , 50 RENFE: Pirámides;ENSEÑANZA: ESO - BACHILLERATO (Ciencias y Tecnología - Humanidades y C. Sociales);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a512c05ef571c010VgnVCM1000000b205a0aRCRD;MELANCOLICOS;PASEO;NUM;51;;;;;MADRID;MADRID;28005;1;IMPERIAL;2;ARGANZUELA;439003;4473024;40.40371501;-3.720132285;913 659 190 - 913 655 012;913 661 507;;/contenido/entidadesYorganismos/CentrosEducacion/InstitutosEnseñanzaSecundaria; 
6117;Instituto de Educación Secundaria (IES) Gregorio Marañón;;;Planes de mejora.;METRO: Barrio del Pilar , Peñagrande BUS: 42 , 49 , 126 , 128 , 147;"ENSEÑANZA: ESO - BACHILLERATO (Ciencias - Humanidades y Ciencias Sociales) Educación secundaria obligatoria para personas adultas 'Bachibac' Programa doble titulación Bachiller-Baccalaureat Enseñanza biling&amp;uuml;e";1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3822c05ef571c010VgnVCM1000000b205a0aRCRD;EL FERROL;AVENIDA;NUM;43;;;;;MADRID;MADRID;28029;4;EL PILAR;8;FUENCARRAL-EL PARDO;439808;4480645;40.47430854;-3.710103476;917 310 421;917 380 949;;/contenido/entidadesYorganismos/CentrosEducacion/InstitutosEnseñanzaSecundaria; 
6231;Instituto de Educación Secundaria (IES) Hotel Escuela de la Comunidad de Madrid;;;Servicio de hotel, restaurante y bar atendido por estudiantes de la Escuela de Hostelería;BUS: 711 , 712 , 713 , 716 , 717 , 721 , 722 , 724 , 725 , 726 , 827 , 828 RENFE: C10 , C7 (b);ENSEÑANZAS:  Formación Profesional de Grado Medio: Cocina y gastronomía - Servicios de restauración. Formación Profesional de Grado Superior: Agencias de viaje y gestión de eventos - Dirección de cocina - Dirección de servicios en  restauración - Gestión de alojamientos turísticos - Guía, información y asistencias turísticas - Restauración.;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8d32c05ef571c010VgnVCM1000000b205a0aRCRD;PROVISIONAL CIUDAD ESCOLAR;RONDA;V;7;;;;;MADRID;MADRID;28049;8;EL GOLOSO;8;FUENCARRAL-EL PARDO;442168;4486368;40.52603079;-3.682767599;913 721 333;913 720 681;;/contenido/entidadesYorganismos/CentrosEducacion/CentrosFormacionProfesionalPublicos; 
6121;Instituto de Educación Secundaria (IES) Isabel la Católica;;;Planes de mejora.;METRO: Atocha , Atocha Renfe BUS: 10 , 14 , 19 , 26 , 34 , 37 , 45 RENFE: Atocha;"ENSEÑANZA: ESO - BACHILLERATO (Ciencias - Humanidades y Ciencias Sociales - Artes). Enseñanza biling&amp;uuml;e";0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a262c05ef571c010VgnVCM1000000b205a0aRCRD;ALFONSO XII;CALLE;NUM;3;;;;;MADRID;MADRID;28014;5;LOS JERONIMOS;3;RETIRO;441580;4473429;40.40942102;-3.688536775;915 277 878;915 302 294;ies.isabellacatolica.madrid@educa.madrid.org;/contenido/entidadesYorganismos/CentrosEducacion/InstitutosEnseñanzaSecundaria; 
6215;Instituto de Educación Secundaria (IES) Islas Filipinas;;;Integración (Preferentemente auditivos);METRO: Islas Filipinas BUS: 2 , 12 , 44 , 202;ENSEÑANZAS: FORMACIÓN PROFESIONAL  DE GRADO MEDIO: Encuadernación y manipulación de papel y cartón - Impresión en artes gráficas - Preimpresión en artes gráficas - Preimpresión Digital.FORMACIÓN PROFESIONAL GRADO SUPERIOR:  Administración y finanzas - Secretariado - Diseño y producción editorial - Producción en industrias de Artes Gráficas - Gestión comercial y marketing - Desarrollo de proyectos urbanísticos y Operaciones Topográficas - Proyectos de edificación - Proyectos de obra civil - Desarrollo de aplicaciones multiplataforma.PROGRAMAS DE CUALIFICACIÓN PROFESIONAL INICIAL: OBLIGATORIOS : Operaciones básicas de reprografía.;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f772c05ef571c010VgnVCM1000000b205a0aRCRD;JESUS MAESTRO;CALLE;V;3;;;;;MADRID;MADRID;28003;6;VALLEHERMOSO;7;CHAMBERI;439673;4476903;40.44058934;-3.711340345;915 343 708 - 915 544 349;915 537 592;;/contenido/entidadesYorganismos/CentrosEducacion/CentrosFormacionProfesionalPublicos; 
6122;Instituto de Educación Secundaria (IES) Iturralde;;;Integración (General);METRO: Eugenia de Montijo BUS: 17;ENSEÑANZA: ESO - BACHILLERATO (Ciencias y Tecnología - Humanidades y Ciencias Sociales).;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8a82c05ef571c010VgnVCM1000000b205a0aRCRD;NUESTRA SEÑORA DE LA LUZ;CALLE;V;53;;;;;MADRID;MADRID;28047;4;ALUCHE;10;LATINA;436232;4470874;40.38601204;-3.751306278;914 626 822;914 627 744;;/contenido/entidadesYorganismos/CentrosEducacion/InstitutosEnseñanzaSecundaria; 
100971;Instituto de Educación Secundaria (IES) Jaime Vera;;;Planes de mejora.;METRO: Tetuán BUS: 3 , 5 , 64 , 66 , 124 , 126 , 128 , 149;ENSEÑANZA: ESO - BACHILLERATO (Ciencias y Tecnología - Humanidades y Ciencias Sociales).;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=73a0e8ae8d81c010VgnVCM1000000b205a0aRCRD;INFANTA MERCEDES;CALLE;V;47;;;;;MADRID;MADRID;28020;3;CASTILLEJOS;6;TETUAN;440810;4478707;40.45692227;-3.698102828;915 700 250 / 915 793 153;915 715 023;;/contenido/entidadesYorganismos/CentrosEducacion/InstitutosEnseñanzaSecundaria; 
6153;Instituto de Educación Secundaria (IES) Joaquín Rodrigo;;;Planes de mejora.;METRO: Vicálvaro BUS: 4 , 100 , 106 , 130;ENSEÑANZA: ESO - BACHILLERATO (Ciencia y Tecnología - Humanidades y Ciencias Sociales);1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1d92c05ef571c010VgnVCM1000000b205a0aRCRD;CASALARREINA;CALLE;V;28;;;;;MADRID;MADRID;28032;;AMBROZ;;VICALVARO;447896;4473333;40.4089755;-3.614094258;917 762 262;917 762 393;;/contenido/entidadesYorganismos/CentrosEducacion/InstitutosEnseñanzaSecundaria; 
6123;Instituto de Educación Secundaria (IES) Joaquín Turina;;;Planes de mejora.;METRO: Islas Filipinas BUS: 2 , 12 , 44 , 202;ENSEÑANZA: ESO - BACHILLERATO (Ciencias y Tecnología - Humanidades y C. Sociales).FORMACIÓN PROFESIONAL GRADO MEDIO (Cuidadeos auxiliares de enfermería)PROGRAMA CUALIFICACIÓN PROFESIONAL, MÓDULOS VOLUNTARIOS;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=afa2c05ef571c010VgnVCM1000000b205a0aRCRD;GUZMAN EL BUENO;CALLE;NUM;92;;;;;MADRID;MADRID;28003;6;VALLEHERMOSO;7;CHAMBERI;439565;4476906;40.44060853;-3.712613988;915 539 625;915 336 253;;/contenido/entidadesYorganismos/CentrosEducacion/InstitutosEnseñanzaSecundaria; 
6208;Instituto de Educación Secundaria (IES) Juan de la Cierva;;;;METRO: Acacias BUS: 34 , 36 , 118 , 119 RENFE: Embajadores;ENSEÑANZA: ESO - BACHILLERATO (Humanidades y Ciencias Sociales - Ciencias y Tecnología).FORMACIÓN PROFESIONAL DE GRADO MEDIO (Instalaciones de telecomunicaciones - Instalaciones eléctricas y automáticas - Mecanizado - Sistemas microinformáticos y redes - Soldadura y Calderería). FORMACIÓN PROFESIONAL DE GRADO SUPERIOR (Desarrollo de productos electrónicos - Sistemas de regulación y control automáticos - Sistemas electrotécnicos y automatizados - Automatización y robótica industrial - Mantenimiento electrónico - Programación de la Producción en Fabricación Mecánica - Administración de sistemas informáticos en red - Desarrollo de aplicaciones multiplataforma - Desarrollo de aplicaciones web) PROGRAMAS DE CUALIFICACIÓN PROFESIONAL INICIAL VOLUNTARIOSPROGRAMAS DE CUALIFICACIÓN PROFESIONAL INICIAL OBLIGATORIOS Operaciones auxiliares de montaje de instalaciones en edificios - Operaciones auxiliares de sistemas microinformáticos - Operaciones auxiliares en fabricación por mecanizado).;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=32c2c05ef571c010VgnVCM1000000b205a0aRCRD;LA CAOBA;CALLE;NUM;1;;;;;MADRID;MADRID;28005;2;ACACIAS;2;ARGANZUELA;440166;4472857;40.40229513;-3.706411861;915 064 610;914 670 167;;/contenido/entidadesYorganismos/CentrosEducacion/CentrosFormacionProfesionalPublicos; 
